order_item_id,order_id,product_id,quantity,unit_price,line_revenue
HITM0000243,HORD000077,PRD0635,1,576.88,576.88
HITM0000244,HORD000078,PRD0519,1,268.64,268.64
HITM0000245,HORD000078,PRD0146,1,212.69,212.69
HITM0000246,HORD000078,PRD0496,2,519.08,1038.16
HITM0000247,HORD000078,PRD0528,1,136.95,136.95
HITM0000248,HORD000079,PRD0589,1,824.97,824.97
HITM0000249,HORD000080,PRD0176,1,662.86,662.86
HITM0000250,HORD000080,PRD0526,2,44.24,88.48
HITM0000251,HORD000080,PRD0790,1,55.39,55.39
HITM0000252,HORD000080,PRD0637,1,2457.32,2457.32
HITM0000253,HORD000081,PRD0019,1,353.47,353.47
HITM0000254,HORD000081,PRD0225,1,1003.93,1003.93
HITM0000255,HORD000081,PRD0060,1,207.18,207.18
HITM0000256,HORD000082,PRD0588,1,544.11,544.11
HITM0000257,HORD000082,PRD0874,1,3409.41,3409.41
HITM0000258,HORD000082,PRD0466,1,460.08,460.08
HITM0000259,HORD000083,PRD0398,1,341.64,341.64
HITM0000260,HORD000083,PRD0957,1,1668.98,1668.98
HITM0000261,HORD000083,PRD0599,1,1129.79,1129.79
HITM0000262,HORD000083,PRD0446,1,172.12,172.12
HITM0000263,HORD000083,PRD0846,1,417.95,417.95
HITM0000264,HORD000084,PRD0125,1,108.47,108.47
HITM0000265,HORD000084,PRD0456,1,117.59,117.59
HITM0000266,HORD000084,PRD0736,1,171.3,171.3
HITM0000267,HORD000085,PRD0510,1,112.56,112.56
HITM0000268,HORD000085,PRD0609,1,83.83,83.83
HITM0000269,HORD000085,PRD0454,1,1438.89,1438.89
HITM0000270,HORD000086,PRD0191,1,1064.69,1064.69
HITM0000271,HORD000086,PRD0489,2,376.72,753.44
HITM0000272,HORD000086,PRD0420,1,277.28,277.28
HITM0000273,HORD000086,PRD0122,2,1579.58,3159.16
HITM0000274,HORD000087,PRD0985,2,77.36,154.72
HITM0000275,HORD000087,PRD0795,1,574.53,574.53
HITM0000276,HORD000087,PRD0640,1,23.59,23.59
HITM0000277,HORD000087,PRD0421,2,2974.43,5948.86
HITM0000278,HORD000088,PRD0550,1,229.62,229.62
HITM0000279,HORD000088,PRD0127,1,1131.95,1131.95
HITM0000280,HORD000088,PRD0636,1,418.01,418.01
HITM0000281,HORD000089,PRD0085,2,655.93,1311.86
HITM0000282,HORD000089,PRD0950,1,238.05,238.05
HITM0000283,HORD000090,PRD0624,1,2196.66,2196.66
HITM0000284,HORD000090,PRD0892,1,375.64,375.64
HITM0000285,HORD000090,PRD0430,1,348.93,348.93
HITM0000286,HORD000090,PRD0718,1,543.69,543.69
HITM0000287,HORD000091,PRD0807,1,123.14,123.14
HITM0000288,HORD000091,PRD0642,1,1152.43,1152.43
HITM0000289,HORD000091,PRD0919,1,192.13,192.13
HITM0000290,HORD000091,PRD0918,2,911.04,1822.08
HITM0000291,HORD000092,PRD0762,1,848.37,848.37
HITM0000292,HORD000092,PRD0597,2,2095.04,4190.08
HITM0000293,HORD000092,PRD0889,1,518.76,518.76
HITM0000294,HORD000092,PRD0080,1,122.76,122.76
HITM0000295,HORD000093,PRD0721,1,2913.95,2913.95
HITM0000296,HORD000093,PRD0328,2,650.32,1300.64
HITM0000297,HORD000094,PRD0569,2,1425.79,2851.58
HITM0000298,HORD000094,PRD0176,2,662.86,1325.72
HITM0000299,HORD000094,PRD0152,1,1406.47,1406.47
HITM0000300,HORD000094,PRD0384,1,1325.18,1325.18
HITM0000301,HORD000095,PRD0845,1,45.19,45.19
HITM0000302,HORD000095,PRD0950,1,238.05,238.05
HITM0000303,HORD000095,PRD0009,1,354.96,354.96
HITM0000304,HORD000096,PRD0334,1,2353.86,2353.86
HITM0000305,HORD000096,PRD0876,2,146.18,292.36
HITM0000306,HORD000096,PRD0730,1,388.14,388.14
HITM0000307,HORD000096,PRD0626,1,139.26,139.26
HITM0000308,HORD000097,PRD0159,1,897.22,897.22
HITM0000309,HORD000097,PRD0840,1,102.1,102.1
HITM0000310,HORD000097,PRD0318,1,971.41,971.41
HITM0000311,HORD000097,PRD0555,1,955.38,955.38
HITM0000312,HORD000097,PRD0191,1,1064.69,1064.69
HITM0000313,HORD000098,PRD0685,3,987.86,2963.58
HITM0000314,HORD000098,PRD0350,2,133.96,267.92
HITM0000315,HORD000098,PRD0462,1,1180.47,1180.47
HITM0000316,HORD000099,PRD0997,1,1651.08,1651.08
HITM0000317,HORD000099,PRD0067,1,2053.61,2053.61
HITM0000318,HORD000100,PRD0003,2,342.16,684.32
HITM0000319,HORD000100,PRD0707,1,1217.98,1217.98
HITM0000320,HORD000100,PRD0895,1,567.08,567.08
HITM0000321,HORD000100,PRD0767,2,380.35,760.7
HITM0000322,HORD000101,PRD0008,2,205.21,410.42
HITM0000323,HORD000101,PRD0222,2,1185.98,2371.96
HITM0000324,HORD000101,PRD0695,1,908.69,908.69
HITM0000325,HORD000101,PRD0528,1,136.95,136.95
HITM0000326,HORD000102,PRD0723,2,867.11,1734.22
HITM0000327,HORD000102,PRD0720,1,416.7,416.7
HITM0000328,HORD000102,PRD0907,1,2551.71,2551.71
HITM0000329,HORD000102,PRD0886,1,389.53,389.53
HITM0000330,HORD000102,PRD0641,1,2668.96,2668.96
HITM0000331,HORD000103,PRD0210,1,371.54,371.54
HITM0000332,HORD000103,PRD0676,2,117.14,234.28
HITM0000333,HORD000103,PRD0516,1,742.63,742.63
HITM0000334,HORD000104,PRD0449,1,792.41,792.41
HITM0000335,HORD000104,PRD0552,3,470.47,1411.41
HITM0000336,HORD000105,PRD0284,1,1446.14,1446.14
HITM0000337,HORD000105,PRD0636,1,418.01,418.01
HITM0000338,HORD000106,PRD0010,1,39.45,39.45
HITM0000339,HORD000106,PRD0665,1,191.97,191.97
HITM0000340,HORD000106,PRD0512,1,1262.67,1262.67
HITM0000341,HORD000106,PRD0566,1,306.33,306.33
HITM0000342,HORD000106,PRD0620,1,339.14,339.14
HITM0000343,HORD000107,PRD0572,1,678.29,678.29
HITM0000344,HORD000107,PRD0353,1,1290.29,1290.29
HITM0000345,HORD000107,PRD0878,1,689.64,689.64
HITM0000346,HORD000107,PRD0420,3,277.28,831.84
HITM0000347,HORD000107,PRD0895,3,567.08,1701.24
HITM0000348,HORD000108,PRD0438,1,104.09,104.09
HITM0000349,HORD000108,PRD0707,1,1217.98,1217.98
HITM0000350,HORD000108,PRD0826,3,89.12,267.36
HITM0000351,HORD000109,PRD0849,2,115.9,231.8
HITM0000352,HORD000109,PRD0652,1,1711.11,1711.11
HITM0000353,HORD000109,PRD0981,1,2778.15,2778.15
HITM0000354,HORD000109,PRD0230,1,34.01,34.01
HITM0000355,HORD000109,PRD0190,1,34.34,34.34
HITM0000356,HORD000110,PRD0894,2,3415.6,6831.2
HITM0000357,HORD000110,PRD0602,2,1660.35,3320.7
HITM0000358,HORD000110,PRD0978,2,655.83,1311.66
HITM0000359,HORD000110,PRD0880,1,132.59,132.59
HITM0000360,HORD000111,PRD0684,1,3458.02,3458.02
HITM0000361,HORD000111,PRD0135,1,715.95,715.95
HITM0000362,HORD000111,PRD0194,1,3007.67,3007.67
HITM0000363,HORD000111,PRD0220,2,187.94,375.88
HITM0000364,HORD000112,PRD0679,1,1399.86,1399.86
HITM0000365,HORD000112,PRD0023,1,268.14,268.14
HITM0000366,HORD000112,PRD0019,1,353.47,353.47
HITM0000367,HORD000113,PRD0296,1,122.37,122.37
HITM0000368,HORD000113,PRD0345,1,752.34,752.34
HITM0000369,HORD000113,PRD0325,1,607.53,607.53
HITM0000370,HORD000113,PRD0908,1,136.87,136.87
HITM0000371,HORD000113,PRD0180,1,356.72,356.72
HITM0000372,HORD000114,PRD0067,1,2053.61,2053.61
HITM0000373,HORD000115,PRD0557,2,2192.99,4385.98
HITM0000374,HORD000115,PRD0081,2,1855.65,3711.3
HITM0000375,HORD000115,PRD0193,1,575.14,575.14
HITM0000376,HORD000115,PRD0620,2,339.14,678.28
HITM0000377,HORD000115,PRD0723,1,867.11,867.11
HITM0000378,HORD000116,PRD0196,1,373.5,373.5
HITM0000379,HORD000117,PRD0929,1,131.55,131.55
HITM0000380,HORD000117,PRD0838,1,955.16,955.16
HITM0000381,HORD000117,PRD0790,1,55.39,55.39
HITM0000382,HORD000118,PRD0571,1,2499.58,2499.58
HITM0000383,HORD000118,PRD0329,1,100.62,100.62
HITM0000384,HORD000118,PRD0807,1,123.14,123.14
HITM0000385,HORD000119,PRD0183,1,667.61,667.61
HITM0000386,HORD000119,PRD0575,1,996.56,996.56
HITM0000387,HORD000119,PRD0670,2,137.8,275.6
HITM0000388,HORD000119,PRD0917,2,1133.22,2266.44
HITM0000389,HORD000120,PRD0133,1,334.91,334.91
HITM0000390,HORD000120,PRD0797,1,936.62,936.62
HITM0000391,HORD000120,PRD0295,1,607.48,607.48
HITM0000392,HORD000120,PRD0806,1,499.24,499.24
HITM0000393,HORD000121,PRD0928,1,834.91,834.91
HITM0000394,HORD000121,PRD0849,2,115.9,231.8
HITM0000395,HORD000121,PRD0235,1,248.42,248.42
HITM0000396,HORD000121,PRD0384,1,1325.18,1325.18
HITM0000397,HORD000122,PRD0123,3,1257.07,3771.21
HITM0000398,HORD000122,PRD0139,1,1069.24,1069.24
HITM0000399,HORD000122,PRD0670,1,137.8,137.8
HITM0000400,HORD000123,PRD0700,1,206.13,206.13
HITM0000401,HORD000123,PRD0796,1,46.19,46.19
HITM0000402,HORD000123,PRD0238,1,1033.13,1033.13
HITM0000403,HORD000124,PRD0042,1,711.35,711.35
HITM0000404,HORD000124,PRD0828,2,146.02,292.04
HITM0000405,HORD000124,PRD0554,2,611.35,1222.7
HITM0000406,HORD000124,PRD0419,1,1353.51,1353.51
HITM0000407,HORD000125,PRD0965,2,1000.42,2000.84
HITM0000408,HORD000125,PRD0406,1,184.6,184.6
HITM0000409,HORD000125,PRD0710,2,161.67,323.34
HITM0000410,HORD000125,PRD0515,1,1179.28,1179.28
HITM0000411,HORD000126,PRD0346,1,519.06,519.06
HITM0000412,HORD000126,PRD0411,1,2750.24,2750.24
HITM0000413,HORD000126,PRD0846,1,417.95,417.95
HITM0000414,HORD000127,PRD0912,1,1391.06,1391.06
HITM0000415,HORD000127,PRD0523,1,1405.5,1405.5
HITM0000416,HORD000127,PRD0446,1,172.12,172.12
HITM0000417,HORD000127,PRD0158,1,224.45,224.45
HITM0000418,HORD000127,PRD0389,1,910.21,910.21
HITM0000419,HORD000128,PRD0308,1,524.45,524.45
HITM0000420,HORD000128,PRD0101,1,1796.81,1796.81
HITM0000421,HORD000128,PRD0870,3,360.59,1081.77
HITM0000422,HORD000128,PRD0081,3,1855.65,5566.95
HITM0000423,HORD000128,PRD0166,1,486.74,486.74
HITM0000424,HORD000129,PRD0960,1,321.52,321.52
HITM0000425,HORD000129,PRD0117,1,1668.5,1668.5
HITM0000426,HORD000129,PRD0168,2,451.79,903.58
HITM0000427,HORD000129,PRD0676,1,117.14,117.14
HITM0000428,HORD000130,PRD0174,1,733.71,733.71
HITM0000429,HORD000130,PRD0149,1,1414.32,1414.32
HITM0000430,HORD000131,PRD0171,3,2475.28,7425.84
HITM0000431,HORD000132,PRD0436,1,112.2,112.2
HITM0000432,HORD000132,PRD0230,1,34.01,34.01
HITM0000433,HORD000132,PRD0225,1,1003.93,1003.93
HITM0000434,HORD000132,PRD0693,2,1390.63,2781.26
HITM0000435,HORD000133,PRD0031,3,1504.32,4512.96
HITM0000436,HORD000133,PRD0519,1,268.64,268.64
HITM0000437,HORD000133,PRD0948,2,454.84,909.68
HITM0000438,HORD000134,PRD0080,1,122.76,122.76
HITM0000439,HORD000134,PRD0916,1,784.31,784.31
HITM0000440,HORD000134,PRD0608,1,313.58,313.58
HITM0000441,HORD000135,PRD0651,1,1981.28,1981.28
HITM0000442,HORD000135,PRD0382,2,865.54,1731.08
HITM0000443,HORD000136,PRD0885,2,689.39,1378.78
HITM0000444,HORD000136,PRD0506,2,187.88,375.76
HITM0000445,HORD000137,PRD0850,1,37.87,37.87
HITM0000446,HORD000137,PRD0438,1,104.09,104.09
HITM0000447,HORD000137,PRD0287,1,2154.08,2154.08
HITM0000448,HORD000137,PRD0044,1,649.62,649.62
HITM0000449,HORD000138,PRD0424,1,4001.95,4001.95
HITM0000450,HORD000138,PRD0007,1,1146.82,1146.82
HITM0000451,HORD000139,PRD0339,1,1448.64,1448.64
HITM0000452,HORD000139,PRD0830,2,146.02,292.04
HITM0000453,HORD000139,PRD0580,1,218.53,218.53
HITM0000454,HORD000139,PRD1000,1,45.04,45.04
HITM0000455,HORD000140,PRD0946,1,810.85,810.85
HITM0000456,HORD000140,PRD0419,1,1353.51,1353.51
HITM0000457,HORD000141,PRD0029,1,418.31,418.31
HITM0000458,HORD000141,PRD0676,2,117.14,234.28
HITM0000459,HORD000141,PRD0797,1,936.62,936.62
HITM0000460,HORD000142,PRD0073,1,1497.77,1497.77
HITM0000461,HORD000142,PRD0820,2,31.29,62.58
HITM0000462,HORD000142,PRD0720,1,416.7,416.7
HITM0000463,HORD000142,PRD0655,2,424.11,848.22
HITM0000464,HORD000143,PRD0676,2,117.14,234.28
HITM0000465,HORD000143,PRD0325,1,607.53,607.53
HITM0000466,HORD000143,PRD0762,1,848.37,848.37
HITM0000467,HORD000144,PRD0374,1,759.14,759.14
HITM0000468,HORD000144,PRD0687,2,1174.99,2349.98
HITM0000469,HORD000145,PRD0669,1,387.51,387.51
HITM0000470,HORD000145,PRD0389,1,910.21,910.21
