order_id,source_system_record_id,customer_id,order_timestamp,sales_channel,payment_method,currency,nearest_warehouse,order_status,order_price,delivery_charges,coupon_code,coupon_discount,tax_amount,order_total,season,expedited_delivery,customer_lat,customer_long,device_type,referral_source,customer_note_clean,promo_code
HORD000039,SRC-005-H-000039,CUS00203,2018-08-07 19:45:00,Web,Gift Card,AUD,Nickolson,Completed,6542.21,16.59,NaN,10,594.75,5904.58,Winter,False,-37.88311,145.00315,Tablet,Paid Search,please leave at reception,NaN
HORD000040,SRC-005-H-000040,CUS00155,2018-01-06 21:47:00,Mobile,Bank Transfer,AUD,Nickolson,Completed,4596.11,8.19,B1SAVE-49,15,417.83,3914.88,Summer,False,-37.819512,144.97241,Tablet,Social,gift purchase for a family member,B1SAVE-49
HORD000041,SRC-005-H-000041,CUS00217,2018-01-03 12:43:00,Store,Gift Card,AUD,Bakers,Completed,2004.07,19.86,B1SAVE-50,25,182.19,1522.91,Summer,True,-37.79064,144.977388,Mobile,Paid Search,gift purchase for a family member,B1SAVE-50
HORD000042,SRC-005-H-000042,CUS00096,2018-09-01 09:02:00,Mobile,PayPal,AUD,Thompson,Completed,3182.12,9.33,B1SAVE-51,15,289.28,2714.13,Spring,False,-37.81289,144.918539,Mobile,Organic,please use minimal packaging,B1SAVE-51
HORD000043,SRC-005-H-000043,CUS00140,2018-03-10 17:46:00,Mobile,Card,AUD,Nickolson,Completed,1334.33,8.49,B1SAVE-52,25,121.3,1009.24,Autumn,False,-37.835209,144.964234,Desktop,Social,call before delivery,B1SAVE-52
HORD000044,SRC-005-H-000044,CUS00453,2018-12-17 10:21:00,Mobile,PayPal,AUD,Thompson,Completed,2384.71,22.38,B1SAVE-53,15,216.79,2049.38,Summer,True,-37.804104,144.876677,Mobile,Social,please leave at reception,B1SAVE-53
HORD000045,SRC-005-H-000045,CUS00314,2018-10-15 14:14:00,Web,Card,AUD,Thompson,Completed,3139.87,12.76,NaN,5,285.44,2995.64,Spring,False,-37.864021,144.897112,Desktop,Referral,please leave at reception,NaN
HORD000046,SRC-005-H-000046,CUS00026,2018-06-26 18:31:00,Web,Gift Card,AUD,Thompson,Completed,1388.75,24.58,B1SAVE-55,15,126.25,1205.02,Winter,True,-37.822057,144.929634,Tablet,Social,call before delivery,B1SAVE-55
HORD000047,SRC-005-H-000047,CUS00080,2018-03-01 10:21:00,Mobile,Bank Transfer,AUD,Bakers,Completed,10365.31,9.52,NaN,5,942.3,9856.56,Autumn,False,-37.828825,145.023229,Tablet,Referral,gift purchase for a family member,NaN
HORD000048,SRC-005-H-000048,CUS00385,2018-12-04 11:30:00,Web,Gift Card,AUD,Thompson,Completed,2088.73,10.49,NaN,0,189.88,2099.22,Summer,False,-37.78117,144.940366,Tablet,Store,gift purchase for a family member,NaN
HORD000049,SRC-005-H-000049,CUS00174,2018-08-27 16:54:00,Store,Bank Transfer,AUD,Bakers,Completed,568.53,16.49,NaN,10,51.68,528.17,Winter,False,-37.869,145.039587,Tablet,Referral,please use minimal packaging,NaN
HORD000050,SRC-005-H-000050,CUS00257,2018-03-21 09:07:00,Web,Bank Transfer,AUD,Bakers,Completed,277.28,22.43,B1SAVE-59,15,25.21,258.12,Autumn,True,-37.789171,145.054233,Tablet,Referral,no special instruction,B1SAVE-59
HORD000051,SRC-005-H-000051,CUS00205,2018-02-03 20:27:00,Mobile,Gift Card,AUD,Bakers,Completed,1934.06,14.22,NaN,5,175.82,1851.58,Summer,False,-37.8842,145.032868,Mobile,Organic,call before delivery,NaN
HORD000052,SRC-005-H-000052,CUS00244,2018-02-22 16:27:00,Mobile,Card,AUD,Bakers,Completed,5920.52,20.62,NaN,10,538.23,5349.09,Summer,True,-37.823437,145.034307,Tablet,Store,please use minimal packaging,NaN
HORD000053,SRC-005-H-000053,CUS00308,2018-03-06 08:41:00,Mobile,Bank Transfer,AUD,Bakers,Completed,6201.2,11.83,B1SAVE-62,20,563.75,4972.79,Autumn,False,-37.841646,145.053294,Desktop,Social,please leave at reception,B1SAVE-62
HORD000054,SRC-005-H-000054,CUS00034,2018-06-10 20:20:00,Store,PayPal,AUD,Thompson,Completed,2192.47,29.12,NaN,5,199.32,2111.97,Winter,True,-37.754163,144.911876,Mobile,Store,gift purchase for a family member,NaN
HORD000055,SRC-005-H-000055,CUS00121,2018-05-26 19:56:00,Mobile,PayPal,AUD,Bakers,Completed,922.86,9.73,NaN,0,83.9,932.59,Autumn,False,-37.779182,145.003213,Tablet,Store,call before delivery,NaN
HORD000056,SRC-005-H-000056,CUS00203,2018-05-24 19:09:00,Store,PayPal,AUD,Nickolson,Completed,9234.96,13.05,B1SAVE-65,15,839.54,7862.77,Autumn,False,-37.88311,145.00315,Tablet,Paid Search,gift purchase for a family member,B1SAVE-65
HORD000057,SRC-005-H-000057,CUS00156,2018-08-10 16:00:00,Mobile,Bank Transfer,AUD,Thompson,Completed,4257.61,14.15,NaN,0,387.06,4271.76,Winter,False,-37.784475,144.904495,Tablet,Referral,please leave at reception,NaN
HORD000058,SRC-005-H-000058,CUS00062,2018-03-28 14:18:00,Web,PayPal,AUD,Nickolson,Completed,4306.82,23.32,B1SAVE-67,20,391.53,3468.78,Autumn,True,-37.879588,144.97826,Tablet,Store,gift purchase for a family member,B1SAVE-67
HORD000059,SRC-005-H-000059,CUS00192,2018-12-12 15:20:00,Store,PayPal,AUD,Thompson,Completed,3556.02,20.57,B1SAVE-68,25,323.27,2687.59,Summer,True,-37.789591,144.917189,Tablet,Store,call before delivery,B1SAVE-68
HORD000060,SRC-005-H-000060,CUS00272,2018-05-20 17:50:00,Web,Card,AUD,Nickolson,Completed,1807.95,7.85,B1SAVE-69,15,164.36,1544.61,Autumn,False,-37.812861,144.979609,Tablet,Social,please use minimal packaging,B1SAVE-69
HORD000061,SRC-005-H-000061,CUS00210,2018-12-29 19:18:00,Mobile,PayPal,AUD,Thompson,Completed,922.23,11.77,NaN,5,83.84,887.89,Summer,False,-37.804718,144.886558,Desktop,Organic,no special instruction,NaN
HORD000062,SRC-005-H-000062,CUS00403,2018-05-02 13:42:00,Web,PayPal,AUD,Thompson,Completed,2863.52,9.89,B1SAVE-71,15,260.32,2443.88,Autumn,False,-37.80052,144.907825,Tablet,Referral,gift purchase for a family member,B1SAVE-71
HORD000063,SRC-005-H-000063,CUS00426,2018-01-31 13:59:00,Mobile,Gift Card,AUD,Bakers,Completed,4242.47,11.42,B1SAVE-72,20,385.68,3405.4,Summer,False,-37.791624,145.045674,Desktop,Organic,please use minimal packaging,B1SAVE-72
HORD000064,SRC-005-H-000064,CUS00126,2018-08-09 08:56:00,Store,PayPal,AUD,Nickolson,Completed,1201.72,12.93,NaN,5,109.25,1154.56,Winter,False,-37.847095,144.953957,Mobile,Organic,please leave at reception,NaN
HORD000065,SRC-005-H-000065,CUS00428,2018-12-13 18:35:00,Store,Gift Card,AUD,Bakers,Completed,4915.35,12.37,NaN,10,446.85,4436.19,Summer,False,-37.864595,145.011895,Tablet,Store,no special instruction,NaN
HORD000066,SRC-005-H-000066,CUS00098,2018-07-25 09:33:00,Store,Gift Card,AUD,Nickolson,Completed,1485.18,24.22,NaN,0,135.02,1509.4,Winter,True,-37.829372,144.978447,Mobile,Social,please use minimal packaging,NaN
HORD000067,SRC-005-H-000067,CUS00178,2018-12-10 14:52:00,Mobile,PayPal,AUD,Thompson,Completed,393.01,10.88,NaN,0,35.73,403.89,Summer,False,-37.808695,144.900515,Tablet,Referral,please use minimal packaging,NaN
HORD000068,SRC-005-H-000068,CUS00185,2018-02-21 09:21:00,Mobile,PayPal,AUD,Nickolson,Completed,1213.83,12.68,NaN,5,110.35,1165.82,Summer,False,-37.873533,145.000435,Mobile,Store,please use minimal packaging,NaN
HORD000069,SRC-005-H-000069,CUS00485,2018-07-12 18:00:00,Mobile,Bank Transfer,AUD,Thompson,Completed,4782.12,25.39,B1SAVE-78,25,434.74,3611.98,Winter,True,-37.809905,144.915219,Tablet,Referral,call before delivery,B1SAVE-78
HORD000070,SRC-005-H-000070,CUS00346,2018-06-01 20:12:00,Mobile,Card,AUD,Bakers,Completed,3924.14,14.86,NaN,5,356.74,3742.79,Winter,False,-37.770051,145.036211,Mobile,Referral,no special instruction,NaN
HORD000071,SRC-005-H-000071,CUS00493,2018-06-06 10:06:00,Store,Bank Transfer,AUD,Bakers,Completed,713.79,11.03,NaN,0,64.89,724.82,Winter,False,-37.812578,144.981867,Tablet,Store,please use minimal packaging,NaN
HORD000072,SRC-005-H-000072,CUS00279,2018-10-24 09:46:00,Store,PayPal,AUD,Thompson,Completed,1925.18,10.61,B1SAVE-81,15,175.02,1647.01,Spring,False,-37.7755,144.935196,Desktop,Organic,gift purchase for a family member,B1SAVE-81
HORD000073,SRC-005-H-000073,CUS00151,2018-01-10 14:42:00,Web,Bank Transfer,AUD,Nickolson,Completed,6538.96,8.79,NaN,10,594.45,5893.85,Summer,False,-37.827254,144.976104,Desktop,Paid Search,please leave at reception,NaN
HORD000074,SRC-005-H-000074,CUS00275,2018-01-03 20:04:00,Web,Gift Card,AUD,Thompson,Completed,634.37,10.13,B1SAVE-83,15,57.67,549.34,Summer,False,-37.82918,144.919446,Desktop,Organic,call before delivery,B1SAVE-83
HORD000075,SRC-005-H-000075,CUS00277,2018-03-21 21:03:00,Mobile,Gift Card,AUD,Thompson,Completed,2090.62,9.91,B1SAVE-84,25,190.06,1577.88,Autumn,False,-37.781734,144.93083,Desktop,Referral,please use minimal packaging,B1SAVE-84
HORD000076,SRC-005-H-000076,CUS00104,2018-05-14 10:19:00,Web,Bank Transfer,AUD,Bakers,Completed,2750.68,9.31,NaN,10,250.06,2484.92,Autumn,False,-37.813801,145.02867,Desktop,Referral,please leave at reception,NaN
HORD000077,SRC-005-H-000077,CUS00189,2018-01-14 19:04:00,Web,Gift Card,AUD,Bakers,Completed,9173.52,13.28,NaN,10,833.96,8269.45,Summer,False,-37.766894,145.061551,Tablet,Paid Search,no special instruction,NaN
HORD000078,SRC-005-H-000078,CUS00387,2018-09-14 16:03:00,Store,PayPal,AUD,Thompson,Completed,1656.44,11.85,NaN,10,150.59,1502.65,Spring,False,-37.798375,144.881642,Desktop,Organic,no special instruction,NaN
HORD000079,SRC-005-H-000079,CUS00488,2018-06-27 16:09:00,Web,PayPal,AUD,Thompson,Completed,824.97,17.02,NaN,0,75.0,841.99,Winter,False,-37.743461,144.913081,Tablet,Referral,call before delivery,NaN
HORD000080,SRC-005-H-000080,CUS00488,2018-04-15 19:19:00,Store,Card,AUD,Thompson,Completed,3264.05,24.44,B1SAVE-89,15,296.73,2798.88,Autumn,True,-37.743461,144.913081,Tablet,Referral,call before delivery,B1SAVE-89
HORD000081,SRC-005-H-000081,CUS00245,2018-01-04 15:54:00,Mobile,Bank Transfer,AUD,Nickolson,Completed,1564.58,11.28,B1SAVE-10,15,142.23,1341.17,Summer,False,-37.852682,145.000853,Tablet,Organic,please leave at reception,B1SAVE-10
HORD000082,SRC-005-H-000082,CUS00372,2018-10-16 14:42:00,Mobile,Gift Card,AUD,Bakers,Completed,4413.6,12.26,NaN,0,401.24,4425.86,Spring,False,-37.751853,145.004934,Mobile,Referral,please use minimal packaging,NaN
HORD000083,SRC-005-H-000083,CUS00325,2018-09-05 08:18:00,Web,Card,AUD,Thompson,Completed,3730.48,11.98,B1SAVE-12,25,339.13,2809.84,Spring,False,-37.861768,144.915024,Desktop,Referral,call before delivery,B1SAVE-12
HORD000084,SRC-005-H-000084,CUS00032,2018-04-01 11:22:00,Store,Card,AUD,Bakers,Completed,397.36,12.06,NaN,0,36.12,409.42,Autumn,False,-37.7539,145.015272,Mobile,Store,no special instruction,NaN
HORD000085,SRC-005-H-000085,CUS00442,2018-01-21 18:20:00,Web,PayPal,AUD,Thompson,Completed,1635.28,12.11,B1SAVE-14,15,148.66,1402.1,Summer,False,-37.759847,144.946992,Desktop,Social,please use minimal packaging,B1SAVE-14
HORD000086,SRC-005-H-000086,CUS00158,2018-02-16 09:16:00,Store,Gift Card,AUD,Thompson,Completed,5254.57,22.88,B1SAVE-15,20,477.69,4226.54,Summer,True,-37.751218,144.962688,Tablet,Organic,please use minimal packaging,B1SAVE-15
HORD000087,SRC-005-H-000087,CUS00154,2018-01-05 19:13:00,Web,Bank Transfer,AUD,Bakers,Completed,6701.7,8.12,NaN,5,609.25,6374.73,Summer,False,-37.811482,144.99596,Tablet,Referral,gift purchase for a family member,NaN
HORD000088,SRC-005-H-000088,CUS00469,2018-08-09 20:17:00,Web,Gift Card,AUD,Bakers,Completed,1779.58,14.84,NaN,10,161.78,1616.46,Winter,False,-37.81437,145.059844,Tablet,Store,call before delivery,NaN
HORD000089,SRC-005-H-000089,CUS00461,2018-06-02 12:05:00,Store,Gift Card,AUD,Nickolson,Completed,1549.91,15.42,NaN,5,140.9,1487.83,Winter,False,-37.870189,145.001261,Mobile,Store,please leave at reception,NaN
HORD000090,SRC-005-H-000090,CUS00251,2018-12-04 14:53:00,Web,PayPal,AUD,Bakers,Completed,3464.92,10.37,B1SAVE-19,20,314.99,2782.31,Summer,False,-37.78154,145.009114,Tablet,Organic,gift purchase for a family member,B1SAVE-19
HORD000091,SRC-005-H-000091,CUS00009,2018-08-28 21:16:00,Web,Gift Card,AUD,Bakers,Completed,3289.78,13.23,NaN,0,299.07,3303.01,Winter,False,-37.776991,145.006368,Desktop,Store,gift purchase for a family member,NaN
HORD000092,SRC-005-H-000092,CUS00318,2018-04-15 10:31:00,Store,Bank Transfer,AUD,Bakers,Completed,5679.97,20.02,NaN,0,516.36,5699.99,Autumn,True,-37.799914,145.021884,Desktop,Social,please leave at reception,NaN
HORD000093,SRC-005-H-000093,CUS00048,2018-12-18 09:21:00,Web,Gift Card,AUD,Bakers,Completed,4214.59,14.06,NaN,5,383.14,4017.92,Summer,False,-37.884767,145.022875,Desktop,Organic,please leave at reception,NaN
HORD000094,SRC-005-H-000094,CUS00085,2018-12-11 08:32:00,Store,Gift Card,AUD,Thompson,Completed,6908.95,9.13,B1SAVE-23,15,628.09,5881.74,Summer,False,-37.798172,144.945208,Mobile,Organic,gift purchase for a family member,B1SAVE-23
HORD000095,SRC-005-H-000095,CUS00340,2018-09-04 14:14:00,Store,Gift Card,AUD,Thompson,Completed,638.2,22.29,B1SAVE-24,15,58.02,564.76,Spring,True,-37.797552,144.882923,Desktop,Organic,gift purchase for a family member,B1SAVE-24
HORD000096,SRC-005-H-000096,CUS00468,2018-02-20 13:01:00,Web,Card,AUD,Bakers,Completed,3173.62,13.52,NaN,0,288.51,3187.14,Summer,False,-37.754647,145.051281,Tablet,Organic,gift purchase for a family member,NaN
HORD000097,SRC-005-H-000097,CUS00264,2018-02-10 15:22:00,Web,Card,AUD,Bakers,Completed,3990.8,11.95,NaN,0,362.8,4002.75,Summer,False,-37.760962,145.011586,Tablet,Organic,gift purchase for a family member,NaN
HORD000098,SRC-005-H-000098,CUS00039,2018-12-21 08:37:00,Store,Bank Transfer,AUD,Bakers,Completed,4411.97,12.6,NaN,10,401.09,3983.37,Summer,False,-37.844217,145.056231,Desktop,Social,no special instruction,NaN
HORD000099,SRC-005-H-000099,CUS00122,2018-12-04 12:16:00,Mobile,Gift Card,AUD,Thompson,Completed,3704.69,14.25,B1SAVE-28,25,336.79,2792.77,Summer,False,-37.871098,144.877345,Desktop,Social,gift purchase for a family member,B1SAVE-28
HORD000100,SRC-005-H-000100,CUS00180,2018-02-01 13:25:00,Web,Bank Transfer,AUD,Bakers,Completed,3230.08,11.01,NaN,5,293.64,3079.59,Summer,False,-37.816195,145.043579,Desktop,Referral,call before delivery,NaN
HORD000101,SRC-005-H-000101,CUS00111,2018-11-01 16:09:00,Mobile,Bank Transfer,AUD,Bakers,Completed,3828.02,9.92,NaN,5,348.0,3646.54,Spring,False,-37.83981,144.997432,Desktop,Referral,gift purchase for a family member,NaN
HORD000102,SRC-005-H-000102,CUS00295,2018-06-20 19:29:00,Mobile,PayPal,AUD,Thompson,Completed,7761.12,15.67,B1SAVE-31,15,705.56,6612.62,Winter,False,-37.768434,144.895876,Mobile,Social,no special instruction,B1SAVE-31
HORD000103,SRC-005-H-000103,CUS00101,2018-01-30 16:31:00,Store,Card,AUD,Thompson,Completed,1348.45,13.27,B1SAVE-32,15,122.59,1159.45,Summer,False,-37.74643,144.929085,Desktop,Referral,no special instruction,B1SAVE-32
HORD000104,SRC-005-H-000104,CUS00053,2018-04-08 10:27:00,Store,Bank Transfer,AUD,Bakers,Completed,2203.82,14.5,NaN,5,200.35,2108.13,Autumn,False,-37.882832,145.054221,Mobile,Social,no special instruction,NaN
HORD000105,SRC-005-H-000105,CUS00092,2018-03-10 11:10:00,Store,Bank Transfer,AUD,Bakers,Completed,1864.15,11.47,B1SAVE-34,15,169.47,1596.0,Autumn,False,-37.815295,145.060122,Tablet,Store,call before delivery,B1SAVE-34
HORD000106,SRC-005-H-000106,CUS00345,2018-08-20 17:49:00,Store,Gift Card,AUD,Thompson,Completed,2139.56,12.05,B1SAVE-35,15,194.51,1830.68,Winter,False,-37.791332,144.942204,Mobile,Referral,call before delivery,B1SAVE-35
HORD000107,SRC-005-H-000107,CUS00469,2018-08-10 10:41:00,Store,Card,AUD,Bakers,Completed,5191.3,14.84,B1SAVE-36,15,471.94,4427.45,Winter,False,-37.81437,145.059844,Tablet,Store,no special instruction,B1SAVE-36
HORD000108,SRC-005-H-000108,CUS00173,2018-09-19 09:26:00,Mobile,Card,AUD,Thompson,Completed,1589.43,10.26,NaN,5,144.49,1520.22,Spring,False,-37.779103,144.954347,Desktop,Social,gift purchase for a family member,NaN
HORD000109,SRC-005-H-000109,CUS00481,2018-11-16 21:59:00,Web,Card,AUD,Bakers,Completed,4789.41,12.92,NaN,10,435.4,4323.39,Spring,False,-37.745926,145.019147,Mobile,Paid Search,please leave at reception,NaN
HORD000110,SRC-005-H-000110,CUS00283,2018-10-16 15:41:00,Store,Card,AUD,Bakers,Completed,11596.15,10.44,B1SAVE-39,25,1054.2,8707.55,Spring,False,-37.775837,144.980116,Tablet,Referral,gift purchase for a family member,B1SAVE-39
